t11:ATtiny11:0x1e9004:calibration[1]:lock[1]:flash[1024]:fuse[1]:signature[3]:eeprom[64]
t12:ATtiny12:0x1e9005:calibration[1]:lock[1]:flash[1024]:fuse[1]:signature[3]:eeprom[64]
t13:ATtiny13:0x1e9007:calibration[2]:lock[1]:flash[1024]:eeprom[64]:signature[3]:hfuse[1]:lfuse[1]
t15:ATtiny15:0x1e9006:calibration[1]:lock[1]:flash[1024]:fuse[1]:signature[3]:eeprom[64]
1200:AT90S1200:0x1e9001:fuse[1]:lock[1]:flash[1024]:eeprom[64]:signature[3]
4414:AT90S4414:0x1e9201:fuse[1]:lock[1]:flash[4096]:eeprom[256]:signature[3]
2313:AT90S2313:0x1e9101:fuse[1]:lock[1]:flash[2048]:eeprom[128]:signature[3]
2333:AT90S2333:0x1e9105:fuse[1]:lock[1]:flash[2048]:eeprom[128]:signature[3]
2343:AT90S2343:0x1e9103:fuse[1]:lock[1]:flash[2048]:eeprom[128]:signature[3]
4433:AT90S4433:0x1e9203:fuse[1]:lock[1]:flash[4096]:eeprom[256]:signature[3]
4434:AT90S4434:0x1e9202:fuse[1]:lock[1]:flash[4096]:eeprom[256]:signature[3]
8515:AT90S8515:0x1e9301:fuse[1]:lock[1]:flash[8192]:eeprom[512]:signature[3]
8535:AT90S8535:0x1e9303:fuse[1]:lock[1]:flash[8192]:eeprom[512]:signature[3]
m103:ATmega103:0x1e9701:fuse[1]:lock[1]:flash[131072]:eeprom[4096]:signature[3]
m64:ATmega64:0x1e9602:flash[65536]:calibration[4]:lock[1]:efuse[1]:eeprom[2048]:signature[3]:hfuse[1]:lfuse[1]
m128:ATmega128:0x1e9702:flash[131072]:calibration[4]:lock[1]:efuse[1]:eeprom[4096]:signature[3]:hfuse[1]:lfuse[1]
c128:AT90CAN128:0x1e9781:flash[131072]:calibration[1]:lock[1]:efuse[1]:eeprom[4096]:signature[3]:hfuse[1]:lfuse[1]
c64:AT90CAN64:0x1e9681:flash[65536]:calibration[1]:lock[1]:efuse[1]:eeprom[2048]:signature[3]:hfuse[1]:lfuse[1]
c32:AT90CAN32:0x1e9581:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m16:ATmega16:0x1e9403:calibration[4]:lock[1]:flash[16384]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m164p:ATmega164P:0x1e940a:calibration[4]:lock[1]:flash[16384]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m324p:ATmega324P:0x1e9508:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m324pa:ATmega324PA:0x1e9511:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m644:ATmega644:0x1e9609:flash[65536]:calibration[1]:lock[1]:efuse[1]:eeprom[2048]:signature[3]:hfuse[1]:lfuse[1]
m644p:ATmega644P:0x1e960a:flash[65536]:calibration[1]:lock[1]:efuse[1]:eeprom[2048]:signature[3]:hfuse[1]:lfuse[1]
m1284p:ATmega1284P:0x1e9705:flash[131072]:calibration[1]:lock[1]:efuse[1]:eeprom[4096]:signature[3]:hfuse[1]:lfuse[1]
m162:ATmega162:0x1e9404:flash[16384]:calibration[1]:lock[1]:efuse[1]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m163:ATmega163:0x1e9402:calibration[1]:lock[1]:flash[16384]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m169:ATmega169:0x1e9405:flash[16384]:calibration[1]:lock[1]:efuse[1]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m329:ATmega329:0x1e9503:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m329p:ATmega329P:0x1e950b:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m3290:ATmega3290:0x1e9504:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m3290p:ATmega3290P:0x1e950c:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m649:ATmega649:0x1e9603:flash[65536]:calibration[1]:lock[1]:efuse[1]:eeprom[2048]:signature[3]:hfuse[1]:lfuse[1]
m6490:ATmega6490:0x1e9604:flash[65536]:calibration[1]:lock[1]:efuse[1]:eeprom[2048]:signature[3]:hfuse[1]:lfuse[1]
m32:ATmega32:0x1e9502:calibration[4]:lock[1]:flash[32768]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m161:ATmega161:0x1e9401:fuse[1]:lock[1]:flash[16384]:eeprom[512]:signature[3]
m8:ATmega8:0x1e9307:calibration[4]:lock[1]:flash[8192]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m8515:ATmega8515:0x1e9306:calibration[4]:lock[1]:flash[8192]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m8535:ATmega8535:0x1e9308:calibration[4]:lock[1]:flash[8192]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
t26:ATtiny26:0x1e9109:calibration[4]:lock[1]:flash[2048]:eeprom[128]:signature[3]:hfuse[1]:lfuse[1]
t261:ATtiny261:0x1e910c:efuse[1]:calibration[1]:lock[1]:flash[2048]:eeprom[128]:signature[3]:hfuse[1]:lfuse[1]
t461:ATtiny461:0x1e9208:efuse[1]:calibration[1]:lock[1]:flash[4096]:eeprom[256]:signature[3]:hfuse[1]:lfuse[1]
t861:ATtiny861:0x1e930d:efuse[1]:calibration[1]:lock[1]:flash[8192]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m48:ATmega48:0x1e9205:flash[4096]:calibration[1]:lock[1]:efuse[1]:eeprom[256]:signature[3]:hfuse[1]:lfuse[1]
m48p:ATmega48P:0x1e920a:flash[4096]:calibration[1]:lock[1]:efuse[1]:eeprom[256]:signature[3]:hfuse[1]:lfuse[1]
m88:ATmega88:0x1e930a:flash[8192]:calibration[1]:lock[1]:efuse[1]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m88p:ATmega88P:0x1e930f:flash[8192]:calibration[1]:lock[1]:efuse[1]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m168:ATmega168:0x1e9406:flash[16384]:calibration[1]:lock[1]:efuse[1]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
m168p:ATmega168P:0x1e940b:flash[16384]:calibration[1]:lock[1]:efuse[1]:eeprom[512]:signature[3]:hfuse[1]:lfuse[1]
t88:ATtiny88:0x1e9311:flash[8192]:calibration[1]:lock[1]:efuse[1]:eeprom[64]:signature[3]:hfuse[1]:lfuse[1]
m328:ATmega328:0x1e9514:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
m328p:ATmega328P:0x1e950F:flash[32768]:calibration[1]:lock[1]:efuse[1]:eeprom[1024]:signature[3]:hfuse[1]:lfuse[1]
t2313:ATtiny2313:0x1e910a:efuse[1]:calibration[2]:lock[1]:flash[2048]:eeprom[128]:signature[3]:hfuse[1]:lfuse[1]
t4313:ATtiny4313:0x1e920d:efuse[1]:calibration[2]:lock[1]:flash[4096]:eeprom[256]:signature[3]:hfuse[1]:lfuse[1]
